"Participant ID","Event Name","The interpreter's role is to facilitate communication between the parties to a conversation","The interpreter is responsible for determining whether a consumer understands what the provider says","The interpreter must consider grammar, syntax and register when interpreting","If a provider asks the interpreter to simply summarize what is said, s/he should comply","If a consumer or provider asks the interpreter to leave something out, s/he should comply","The preferred method for interpreting for healthcare and human services is 'simultaneous interpretation'","'Interpretation' and 'translation' are interchangeable terms that involve the same skills","The interpreter must always remain neutral, i.e. not act as an advocate, during the interpretation","The interpreter can use body language and positioning to support maintaining neutrality","The interpreter should refrain from casual conversation/emotional engagement with the consumer","It is never appropriate for an interpreter to interrupt the interpretation","If the interpreter is unsure of the meaning of a word/phrase, s/he should guess and keep it moving","The interpreter may use electronic or hard copy dictionaries as much as needed during the interpretation","The interpreter should request information about the nature of the consumer's appointment beforehand","It is never appropriate for the interpreter to inquire about cultural beliefs during the interpretation","The most important relationship (affect) in an interpretation is between consumer and provider","Using a trained interpreter can both improve medical outcomes and increase provider's empathy","Promoting authentic communication, by the act of interpreting, may increase the interpreter's empathy","Interpreters need to maintain professional boundaries and practice self-care to avoid burn-out","The 'interpreter's code of ethics' includes accuracy, completeness, confidentiality and impartiality ",Complete?,"I have had formal training interpreting prior to this training","I have interpreted for family/friends","If yes, how frequently?","I have interpreted as a volunteer for community/healthcare organizations","If yes, how frequently?","English is my first language","The language(s) other than English in which I am fluent is (are)","I learned to speak it (them) (choice=school)","I learned to speak it (them) (choice=at home)","I learned to speak it (them) (choice=from my parents)","I learned to speak it (them) (choice=other)","please specify","at what age?","I read and write the following language(s) other than English at a 9th grade or higher level","I have lived/worked/studied in a country other than the US","If yes, what country(ies)",Complete?,"The presentation held my interest","The content, style and pace of this presentation was appropriate","There was ample time to practice new skills","Example handouts, and case studies were relevant and easy to understand","This training increased my understanding of the interpreter's role on the healthcare team","My ability to facilitate communication between providers and consumers is greater as a result of this training","My confidence in facilitating communication between providers and consumers is greater as a results of this training","I still have questions about (please list)","I would like more information about (please list)","Additional comments",Complete?,"State at least 4 things you can do to 'set the stage' for interpreting to begin","What 2 actions must you take when the consumer asks you to not tell the provider something","Name 3 techniques you can use when you have a general idea of the meaning of something that has been said to you, but you are not completely sure","What do you do when you do not like the consumer or the provider?","List 4 ways you can manage the flow of communication during the interpretation","What 2 steps should you take when the consumer and provider are misscommunicating or don't understand each other","Describe the role of an interpreter. What does he/she do?","Give 3 situations in which you should interrupt the interpretation and provide your own suggestions. How often should you interrupt?","Name at least 4 of the skills that a person needs to be able to work as an interpreter","State 4 reasons why a code of ethics for interpreters is necessary","Which relationship in the interpreted interview is the MOST important","During an interpretation session, you should stand (or sit)","Which type of interpretation is recommended for healthcare and human services","Other things being equal, the best interpreter is most likely to be","During the medical interview, an interpreter should be expected to","A well-trained and competent interpreter","If a consumer doesn't understand what is said to him/her","Which one of these statements is true?","Knowledge of technical vocabulary in both working languages us the single most important element for interpreters","Interpreters are instruments of communication, but not participants in the task to be done by the worker (doctor, nurse, social worker, etc.)","Interpreters should give word-for-word renditions of what is said to ensure accuracy and completeness","Interpreters should intervene as little as possible in the exchange between the consumer and the provider","Most individuals who speak two languages have the skills to be good interpreters","Developing endurance enhances an interpreter's performance","Use of hand gestures can improve the flow of interpretation",Complete?,"My 'other' language is","This was my first experience in interpreting","I had interpreter training prior to this class/practicum","I had opportunities to practice after the training with fellow students","I had opportunities to practice after the training with my professor","other (whom?)",,"I had opportunities to interpret in the clinical setting","I estimate that between the class and testing, I practiced","How much?","In addition the practicing interpretation, I also (choice=Worked on medical terms in my other language)","In addition the practicing interpretation, I also (choice=Worked on my general vocabulary in my other language)","In addition the practicing interpretation, I also (choice=Engaged in other skill building activities)",what?,"The most valuable part of this training has been","I would add the following to the training","confident about interpreting","empathy for LEP patients","empathy for English-only providers","Inclined to advocate for patients","Inclined to work for system change","I would recommend this experience to fellow students","I would be willing to participate as a coach in future trainings",Complete?
4,"Documents post training","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",Disagree,Agree,Agree,Disagree,"Strongly Disagree","Strongly Agree",Disagree,Disagree,"Strongly Agree","Strongly Agree",Agree,"Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,"Strongly Agree","Strongly Agree",Agree,,"simultaneous interpretation",,Complete,"introduction  inform that I may use hand gestures  tell that I will translate everything that is said in front of me  inform that this is confidential","remind them my intro  interpret the info","ask clarify questions  look up the word  summarize and ask if this is correct","be professional","stop/time out  repeat  speak slowly  summarize/clarify","inform that you believe there is miscommunication  explain why there is miscommunication  ","facilitates communication between two people who do not speak the same language","if the provider is rude, if a cultural concern comes up, if understanding is not achieved  as needed","language skills  empathy  cultural awareness  understanding of medical environment","provides goal  guides interactions  sets standard  unifies services","the consumer and the provider","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the interpreter is primarily responsible for determining understanding","all these statements are true","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
4,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spanish,Yes,No,Yes,Yes,No,,No,"10-20 hours total",,Checked,Checked,Checked,,"enhancing my proficiency in my second language in a way that will benefit patients","the training was excellent - I felt very prepared for the evaluation",more,more,more,more,more,Yes,Yes,Complete
5,"Documents pre training",Agree,"Strongly Agree",Agree,"Don't Know","Don't Know",Disagree,"Don't Know",Agree,"Don't Know","Don't Know","Don't Know",Disagree,"Don't Know",Agree,"Don't Know","Don't Know","Don't Know","Don't Know",Agree,Agree,Complete,No,Yes,,Yes,,No,spanish,Unchecked,Unchecked,Unchecked,Checked,"native speaker",,spanish,Yes,mexico,Complete,,,,,,,,,,,,"introduce yourself  explain how you will conduct the interpretation","determine whether it is applicable to the situation   it is important for the consumer's health?","ask consumer to explain further  explain to provider of your problem  confirm with consumer before explaining to the provider","ask another interpreter to take charge","speak in first person  avoid interpreting the consumer/provider",,"manage accurate and precise communication between provider and consumer","when consumer/provider has spoken for too long, when there is miscommunication   as needed","impartiality  empathy  communication","maintain consumers private information confidential  respect consumer's situation","they are all equally important","out of sight of them",escort,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the interpreter must make an attempt to explain on his/her own","all these statements are true","Strongly agree",Agree,Disagree,Disagree,Disagree,Agree,Disagree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
5,"Documents post training","Strongly Agree",Agree,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree","Strongly Agree",Agree,"Strongly Agree","Strongly Agree","Strongly Agree",,,"Really great workshop! amazing environment to practice and learn. Thank you!",Complete,"introduction  explain your role  advise provider and patient to speak directly to each other  assure this is confidential","remind consumer that you must repeat everything  tell the provider","repeat  stop, clarify  ask them to say it slowly","maintain neutral  step out of role","ask them to talk to each other  fluent translation  don't omit or add info  don't interfere when it is not needed","have them repeat  clarify","facilitate communication between provider and consumer  must be linguistically and also culturally competent","if I don't understand  if they speak fast  use hand signals to interrupt","language  communication  cultural competency  empathy","protect patients and providers  ensures fairness  enhances medical attention given  protects interpreter","the consumer and the provider","midway between them",consecutive,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Agree,"Strongly agree",Disagree,"Strongly agree",Disagree,Agree,"Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
5,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinese,Yes,No,Yes,Yes,No,,Yes,"5-10 hours total",,Checked,Checked,Unchecked,,"understanding and practicing the role of an interpreter",none,more,more,more,more,more,Yes,Yes,Complete
6,"Documents pre training",Agree,Agree,"Strongly Agree","Strongly Agree",Agree,"Don't Know",Disagree,"Strongly Agree",Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,No,No,,No,,Yes,chinese,Unchecked,Unchecked,Checked,Unchecked,,5,chinese,No,,Complete,,,,,,,,,,,,"comforting the patient  acknowledge your role in the conversation  sitting next to consumer (?)","ask why and acknowledge that the provider should know","ask consumer to repeat, use different words, have consumer write it down","state that you cannote moderate the conversation","do not interrupt  have each person take turns speaking","take a step back and repeat, reassure the consumer that the miscommunication will be resolved","bridge the conversation between provider and consumer","frustrationm anger consumer does not understand  as needed","flexibility, concise, empathetic, patient","to ensure consumer's concerns are being addressed","they are all equally important","next to the consumer",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the interpreter is primarily responsible for determining understanding","interpretation involves deciding which language issues, cultural beliefs and consumer needs are important for the consumer and explaining them to the provider",Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
6,"Documents post training","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",Agree,Disagree,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",Agree,Disagree,"Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","good medical translator dictionaries",,"great training!!",Complete,"introduce yourself to both provider and consumer  reassure confidentiality","you need to state you will interpret whatever is said","rephrase, repeat, be honest, and say you are not completely sure","state you cannot interpret in the conversation","call time out, stop session  assess any concerns of the patient  do not interrupt","call time out, stop session, and repeat","assure that the consumer and provider are able to engage in a conversation","cultural contents, when consumer is confused  not often-only when the patient is concerned","patient, empathetic, honest, responsible","to ensure the interpreter is honets and reliable in that nothing is lost in the conversation","the consumer and the provider","out of sight of them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the provider must reword the statement(s)","all these statements are true","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
6,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spanish,No,Yes,Yes,Yes,Yes,family,Yes,"10-20 hours total",,Checked,Checked,Unchecked,,"know proper way to be translator",nothing,more,more,same,same,more,Yes,Yes,Complete
7,"Documents pre training",Agree,"Strongly Agree",Disagree,Agree,"Don't Know","Strongly Agree","Don't Know","Strongly Agree",Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,"Strongly Agree",Agree,Agree,Agree,Complete,No,Yes,,Yes,,No,"chinese (mandarin)  taiwanese",Unchecked,Checked,Unchecked,Checked,"mandarin is my native language (I moved to the US at age 18 to go to college)",,"mandarin chinese",Yes,"Taiwan (I was born there and lived there 18 years)",Complete,,,,,,,,,,,,"1- build a bond with the patient and the provider  2- be clear and introduce yourself as the medical interpreter  3- greet the patient in his/her native language","1- ask what is the reason  2 - do not let the patient find out","1- look up in a dictionary  2 - ask for clarification or help from the provider  3- use your best knowledge to make educated guess","still behave professionally","1- make your own pace (take it slow)  2- always listen attentively to the full sentecnes and start interpretation when someone else stops talking  3- use the hand gestures  4- use the tone of language","take it slower and repeat the sentences again for each other  notify both that you feel like they are misunderstanding each other","interpret clearly and precisely  be the brisge of communication for both","when the provider asks you to summarize  when the provider does not understand the consumer or viceversa  interrrupt only when they are not understanding each other","1- professionalism  2- fluency in the language  3- compassion  4- basic medical knowledge","1- medical information needs to be protected (HIPAA)  2- respect the consumers and providers is necessary to establish trust  3- helps the conversation flow smoothly","they are all equally important","out of sight of them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the provider must reword the statement(s)","all these statements are true","Strongly disagree",Agree,Agree,Agree,Disagree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
7,"Documents post training","Strongly Agree","Strongly Agree",Agree,Disagree,"Strongly Disagree","Strongly Agree",Disagree,"Strongly Disagree","Strongly Agree","Strongly Agree",Disagree,"Strongly Disagree",Agree,Disagree,Disagree,"Strongly Agree",Agree,"Strongly Agree","Strongly Agree","Strongly Agree",Complete,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","what do I do if I do not know the exact medical terminologies? Can I use a dictionary while I am in the room?",,"It was helpful and interesting!",Complete,"1-introduction  2- set the ground rules  3- build trust and earn respect  4- keep it to the role of an intepreter","1- you have to remind the consumer that this is agains the rules  2- you still intepret it","1- hand gestures  2- culturally competent way to paraphrase  3- ask the provider","you still need to maintain your professionalism","1- use hand gestures appropriately  2- set the ground rules in the beginning and ask them to speak slowly  3- interrupt as needed  4- the focus is to enhance mutual understanding, and facilitate communication   ","1- pause and try to explain to each other  2- ask the consumer and provider to clarify","facilitate communication  be the bridge between the doctor and the patient","1- the patient misunderstood   2-the doctor misunderstood   3- conversation goes stray -   you need to stop and clarify -    depends on the situation, interrupt as needed","1- professionalism  2- language and cultural competency  3- compassion  4- follow ethics and confidentiality","1- HIPAA violation  2- protect patient and provider  3- maintain professionalism and neutrality  4- does not interfere wiht how the health care is provided","the consumer and the provider","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for neither","all above are correct","the interpreter must make an attempt to explain on his/her own","all these statements are true","Strongly disagree","Strongly agree",Agree,"Strongly agree","Strongly disagree","Strongly agree","Strongly agree",Complete,,,,,,,,,,,,,,,,,,,,,,,,
7,Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spanish,No,Yes,Yes,Yes,No,,Yes,"10-20 hours total",,Checked,Checked,Unchecked,,"learning the rules/structure or the interpreter role","more ability to schedule practice time",more,same,same,more,more,Yes,Yes,Complete
8,"Documents pre training",Agree,"Don't Know","Don't Know",Agree,Agree,"Don't Know","Don't Know",Agree,Agree,"Don't Know",Disagree,Disagree,Agree,Agree,"Don't Know",Agree,Agree,Agree,Agree,Agree,Complete,No,No,,Yes,"approx. 5-10 times ",No,vietnamese,Checked,Unchecked,Checked,Unchecked,,2,vietnamese,Yes,Vietnam,Complete,,,,,,,,,,,,"pre-read about the patient/case  introduce yourself  establish rapport with patient and healthcare provider","confirm patient's wishes  comply with the request","paraphrase  electronic dictionary  describe / act out","show professionalism","pay close attention to all details  confirm information if unsure  do not interrupt until appropriate  be descriptive and accurate","find out the source of misunderstanding  seek help","facilitate communication between two parties  ","when the patient or provider gives signal to interrupt  every 2 minutes","detail oriented  patient  organized  professional","other people's lives are involved  influence decision making process  professional resposibility","the consumer and the provider","midway between them",simultaneous,"one who is neither a provider nor a relative but who is trained to interpret","advocate for both","should maintain a neutral background role as much as possible","the provider must reword the statement(s)","all these statements are true",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Complete,,,,,,,,,,,,,,,,,,,,,,,,
